PWS Number,System Name,Population Served,System Type,Subpart H,Sample Type,Sample Date,Contam Group ,Code Description,Contam Code,Results ,Unit of Measure,MCL,System Status,Location Code,Remarks
1394007,REX LUMBER  BRISTOL  LLC,99,P,N,R,02/13/2019,INOR,CADMIUM,1015,0,MG/L,0,ACTIVE,003,WELL 3 CLEARANCE
1394007,REX LUMBER  BRISTOL  LLC,99,P,N,R,02/13/2019,INOR,CHROMIUM,1020,0,MG/L,0,ACTIVE,003,WELL 3 CLEARANCE
1394007,REX LUMBER  BRISTOL  LLC,99,P,N,R,02/13/2019,INOR,CYANIDE,1024,0,MG/L,0,ACTIVE,003,WELL 3 CLEARANCE
1394007,REX LUMBER  BRISTOL  LLC,99,P,N,R,02/13/2019,INOR,FLUORIDE,1025,0,MG/L,4,ACTIVE,003,WELL 3 CLEARANCE
1394007,REX LUMBER  BRISTOL  LLC,99,P,N,R,02/13/2019,INOR,LEAD,1030,0,MG/L,0,ACTIVE,003,WELL 3 CLEARANCE
1394007,REX LUMBER  BRISTOL  LLC,99,P,N,R,02/13/2019,INOR,MERCURY,1035,0,MG/L,0,ACTIVE,003,WELL 3 CLEARANCE
1394007,REX LUMBER  BRISTOL  LLC,99,P,N,R,02/13/2019,INOR,NICKEL,1036,0,MG/L,0,ACTIVE,003,WELL 3 CLEARANCE
1394007,REX LUMBER  BRISTOL  LLC,99,P,N,R,02/13/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,003,WELL 3 CLEARANCE
1394007,REX LUMBER  BRISTOL  LLC,99,P,N,R,02/13/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,003,WELL 3 CLEARANCE
1394007,REX LUMBER  BRISTOL  LLC,99,P,N,R,02/13/2019,INOR,SELENIUM,1045,0,MG/L,0,ACTIVE,003,WELL 3 CLEARANCE
1394007,REX LUMBER  BRISTOL  LLC,99,P,N,R,02/13/2019,INOR,SODIUM,1052,250,MG/L,160,ACTIVE,003,WELL 3 CLEARANCE
1394007,REX LUMBER  BRISTOL  LLC,99,P,N,R,02/13/2019,INOR,THALLIUM,1085,0,MG/L,0,ACTIVE,003,WELL 3 CLEARANCE
1394007,REX LUMBER  BRISTOL  LLC,99,P,N,N,05/22/2019,INOR,ANTIMONY,1074,0,MG/L,0,ACTIVE,001,WELL 1
1394007,REX LUMBER  BRISTOL  LLC,99,P,N,N,05/22/2019,INOR,ANTIMONY,1074,0,MG/L,0,ACTIVE,002,WELL 2
1394007,REX LUMBER  BRISTOL  LLC,99,P,N,N,05/22/2019,INOR,ARSENIC,1005,0,MG/L,0,ACTIVE,001,WELL 1
1394007,REX LUMBER  BRISTOL  LLC,99,P,N,N,05/22/2019,INOR,ARSENIC,1005,0,MG/L,0,ACTIVE,002,WELL 2
1394007,REX LUMBER  BRISTOL  LLC,99,P,N,N,05/22/2019,INOR,BARIUM,1010,0,MG/L,2,ACTIVE,001,WELL 1
1394007,REX LUMBER  BRISTOL  LLC,99,P,N,N,05/22/2019,INOR,BARIUM,1010,0,MG/L,2,ACTIVE,002,WELL 2
1394007,REX LUMBER  BRISTOL  LLC,99,P,N,N,05/22/2019,INOR,BERYLLIUM,1075,0,MG/L,0,ACTIVE,002,WELL 2
1394007,REX LUMBER  BRISTOL  LLC,99,P,N,N,05/22/2019,INOR,BERYLLIUM,1075,0,MG/L,0,ACTIVE,001,WELL 1
1394007,REX LUMBER  BRISTOL  LLC,99,P,N,N,05/22/2019,INOR,CADMIUM,1015,0,MG/L,0,ACTIVE,001,WELL 1
1394007,REX LUMBER  BRISTOL  LLC,99,P,N,N,05/22/2019,INOR,CADMIUM,1015,0,MG/L,0,ACTIVE,002,WELL 2
1394007,REX LUMBER  BRISTOL  LLC,99,P,N,N,05/22/2019,INOR,CHROMIUM,1020,0,MG/L,0,ACTIVE,001,WELL 1
1394007,REX LUMBER  BRISTOL  LLC,99,P,N,N,05/22/2019,INOR,CHROMIUM,1020,0,MG/L,0,ACTIVE,002,WELL 2
1394007,REX LUMBER  BRISTOL  LLC,99,P,N,N,05/22/2019,INOR,CYANIDE,1024,0,MG/L,0,ACTIVE,002,WELL 2
1394007,REX LUMBER  BRISTOL  LLC,99,P,N,N,05/22/2019,INOR,CYANIDE,1024,0,MG/L,0,ACTIVE,001,WELL 1
1394007,REX LUMBER  BRISTOL  LLC,99,P,N,N,05/22/2019,INOR,FLUORIDE,1025,0,MG/L,4,ACTIVE,002,WELL 2
1394007,REX LUMBER  BRISTOL  LLC,99,P,N,N,05/22/2019,INOR,FLUORIDE,1025,0,MG/L,4,ACTIVE,001,WELL 1
1394007,REX LUMBER  BRISTOL  LLC,99,P,N,N,05/22/2019,INOR,LEAD,1030,0,MG/L,0,ACTIVE,001,WELL 1
1394007,REX LUMBER  BRISTOL  LLC,99,P,N,N,05/22/2019,INOR,LEAD,1030,0,MG/L,0,ACTIVE,002,WELL 2
1394007,REX LUMBER  BRISTOL  LLC,99,P,N,N,05/22/2019,INOR,MERCURY,1035,0,MG/L,0,ACTIVE,001,WELL 1
1394007,REX LUMBER  BRISTOL  LLC,99,P,N,N,05/22/2019,INOR,MERCURY,1035,0,MG/L,0,ACTIVE,002,WELL 2
1394007,REX LUMBER  BRISTOL  LLC,99,P,N,N,05/22/2019,INOR,NICKEL,1036,0,MG/L,0,ACTIVE,001,WELL 1
1394007,REX LUMBER  BRISTOL  LLC,99,P,N,N,05/22/2019,INOR,NICKEL,1036,0,MG/L,0,ACTIVE,002,WELL 2
1394007,REX LUMBER  BRISTOL  LLC,99,P,N,N,05/22/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,002,WELL 2
1394007,REX LUMBER  BRISTOL  LLC,99,P,N,N,05/22/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,001,WELL 1
1394007,REX LUMBER  BRISTOL  LLC,99,P,N,N,05/22/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,002,WELL 2
1394007,REX LUMBER  BRISTOL  LLC,99,P,N,N,05/22/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,001,WELL 1
1394007,REX LUMBER  BRISTOL  LLC,99,P,N,N,05/22/2019,INOR,SELENIUM,1045,0,MG/L,0,ACTIVE,001,WELL 1
1394007,REX LUMBER  BRISTOL  LLC,99,P,N,N,05/22/2019,INOR,SELENIUM,1045,0,MG/L,0,ACTIVE,002,WELL 2
1394007,REX LUMBER  BRISTOL  LLC,99,P,N,Q,05/22/2019,INOR,SODIUM,1052,2,MG/L,160,ACTIVE,003,WELL 3
1394007,REX LUMBER  BRISTOL  LLC,99,P,N,N,05/22/2019,INOR,SODIUM,1052,2,MG/L,160,ACTIVE,001,WELL 1
1394007,REX LUMBER  BRISTOL  LLC,99,P,N,N,05/22/2019,INOR,SODIUM,1052,2,MG/L,160,ACTIVE,002,WELL 2
1394007,REX LUMBER  BRISTOL  LLC,99,P,N,N,05/22/2019,INOR,THALLIUM,1085,0,MG/L,0,ACTIVE,002,WELL 2
1394007,REX LUMBER  BRISTOL  LLC,99,P,N,N,05/22/2019,INOR,THALLIUM,1085,0,MG/L,0,ACTIVE,001,WELL 1
1394007,REX LUMBER  BRISTOL  LLC,99,P,N,Q,07/30/2019,INOR,SODIUM,1052,2,MG/L,160,ACTIVE,003,WELL 3
1394007,REX LUMBER  BRISTOL  LLC,99,P,N,Q,11/18/2019,INOR,SODIUM,1052,48,MG/L,160,ACTIVE,003,WELL 3
1394009,LAKE MYSTIC WATER SYSTEM,314,C,N,N,07/30/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,AAA,ENTRY PT
1394009,LAKE MYSTIC WATER SYSTEM,314,C,N,N,07/30/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,AAA,ENTRY PT
1394010,LIBERTY WILDERNESS CROSSROADS CAMP INC.,50,P,N,N,06/04/2019,INOR,ANTIMONY,1074,0,MG/L,0,ACTIVE,AAA,ENTRY PT
1394010,LIBERTY WILDERNESS CROSSROADS CAMP INC.,50,P,N,N,06/04/2019,INOR,ARSENIC,1005,0,MG/L,0,ACTIVE,AAA,ENTRY PT
1394010,LIBERTY WILDERNESS CROSSROADS CAMP INC.,50,P,N,N,06/04/2019,INOR,BARIUM,1010,0,MG/L,2,ACTIVE,AAA,ENTRY PT
1394010,LIBERTY WILDERNESS CROSSROADS CAMP INC.,50,P,N,N,06/04/2019,INOR,BERYLLIUM,1075,0,MG/L,0,ACTIVE,AAA,ENTRY PT
1394010,LIBERTY WILDERNESS CROSSROADS CAMP INC.,50,P,N,N,06/04/2019,INOR,CADMIUM,1015,0,MG/L,0,ACTIVE,AAA,ENTRY PT
1394010,LIBERTY WILDERNESS CROSSROADS CAMP INC.,50,P,N,N,06/04/2019,INOR,CHROMIUM,1020,0,MG/L,0,ACTIVE,AAA,ENTRY PT
1394010,LIBERTY WILDERNESS CROSSROADS CAMP INC.,50,P,N,N,06/04/2019,INOR,CYANIDE,1024,0,MG/L,0,ACTIVE,AAA,ENTRY PT
1394010,LIBERTY WILDERNESS CROSSROADS CAMP INC.,50,P,N,N,06/04/2019,INOR,FLUORIDE,1025,0,MG/L,4,ACTIVE,AAA,ENTRY PT
1394010,LIBERTY WILDERNESS CROSSROADS CAMP INC.,50,P,N,N,06/04/2019,INOR,LEAD,1030,0,MG/L,0,ACTIVE,AAA,ENTRY PT
1394010,LIBERTY WILDERNESS CROSSROADS CAMP INC.,50,P,N,N,06/04/2019,INOR,MERCURY,1035,0,MG/L,0,ACTIVE,AAA,ENTRY PT
1394010,LIBERTY WILDERNESS CROSSROADS CAMP INC.,50,P,N,N,06/04/2019,INOR,NICKEL,1036,0,MG/L,0,ACTIVE,AAA,ENTRY PT
1394010,LIBERTY WILDERNESS CROSSROADS CAMP INC.,50,P,N,N,06/04/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,AAA,ENTRY PT
1394010,LIBERTY WILDERNESS CROSSROADS CAMP INC.,50,P,N,N,06/04/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,AAA,ENTRY PT
1394010,LIBERTY WILDERNESS CROSSROADS CAMP INC.,50,P,N,N,06/04/2019,INOR,SELENIUM,1045,0,MG/L,0,ACTIVE,AAA,ENTRY PT
1394010,LIBERTY WILDERNESS CROSSROADS CAMP INC.,50,P,N,N,06/04/2019,INOR,SODIUM,1052,46,MG/L,160,ACTIVE,AAA,ENTRY PT
1394010,LIBERTY WILDERNESS CROSSROADS CAMP INC.,50,P,N,N,06/04/2019,INOR,THALLIUM,1085,0,MG/L,0,ACTIVE,AAA,ENTRY PT
1394012,ROCK BLUFF WATER SYSTEM,166,C,N,N,07/30/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,AAA,ENTRY PT
1394012,ROCK BLUFF WATER SYSTEM,166,C,N,N,07/30/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,AAA,ENTRY PT
1394013,GEORGIA PACIFIC - HOSFORD FACILITY,120,P,N,N,06/04/2019,INOR,ANTIMONY,1074,0,MG/L,0,ACTIVE,AAA,ENTRY PT
1394013,GEORGIA PACIFIC - HOSFORD FACILITY,120,P,N,N,06/04/2019,INOR,ARSENIC,1005,0,MG/L,0,ACTIVE,AAA,ENTRY PT
1394013,GEORGIA PACIFIC - HOSFORD FACILITY,120,P,N,N,06/04/2019,INOR,BARIUM,1010,0,MG/L,2,ACTIVE,AAA,ENTRY PT
1394013,GEORGIA PACIFIC - HOSFORD FACILITY,120,P,N,N,06/04/2019,INOR,BERYLLIUM,1075,0,MG/L,0,ACTIVE,AAA,ENTRY PT
1394013,GEORGIA PACIFIC - HOSFORD FACILITY,120,P,N,N,06/04/2019,INOR,CADMIUM,1015,0,MG/L,0,ACTIVE,AAA,ENTRY PT
1394013,GEORGIA PACIFIC - HOSFORD FACILITY,120,P,N,N,06/04/2019,INOR,CHROMIUM,1020,0,MG/L,0,ACTIVE,AAA,ENTRY PT
1394013,GEORGIA PACIFIC - HOSFORD FACILITY,120,P,N,N,06/04/2019,INOR,CYANIDE,1024,0,MG/L,0,ACTIVE,AAA,ENTRY PT
1394013,GEORGIA PACIFIC - HOSFORD FACILITY,120,P,N,N,06/04/2019,INOR,FLUORIDE,1025,0,MG/L,4,ACTIVE,AAA,ENTRY PT
1394013,GEORGIA PACIFIC - HOSFORD FACILITY,120,P,N,N,06/04/2019,INOR,LEAD,1030,0,MG/L,0,ACTIVE,AAA,ENTRY PT
1394013,GEORGIA PACIFIC - HOSFORD FACILITY,120,P,N,N,06/04/2019,INOR,MERCURY,1035,0,MG/L,0,ACTIVE,AAA,ENTRY PT
1394013,GEORGIA PACIFIC - HOSFORD FACILITY,120,P,N,N,06/04/2019,INOR,NICKEL,1036,0,MG/L,0,ACTIVE,AAA,ENTRY PT
1394013,GEORGIA PACIFIC - HOSFORD FACILITY,120,P,N,N,06/04/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,AAA,ENTRY PT
1394013,GEORGIA PACIFIC - HOSFORD FACILITY,120,P,N,N,06/04/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,AAA,ENTRY PT
1394013,GEORGIA PACIFIC - HOSFORD FACILITY,120,P,N,N,06/04/2019,INOR,SELENIUM,1045,0,MG/L,0,ACTIVE,AAA,ENTRY PT
1394013,GEORGIA PACIFIC - HOSFORD FACILITY,120,P,N,N,06/04/2019,INOR,SODIUM,1052,46,MG/L,160,ACTIVE,AAA,ENTRY PT
1394013,GEORGIA PACIFIC - HOSFORD FACILITY,120,P,N,N,06/04/2019,INOR,THALLIUM,1085,0,MG/L,0,ACTIVE,AAA,ENTRY PT
1460035,AUBURN WATER SYSTEM,"25,344",C,N,N,02/06/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,007,WELL 7
1460035,AUBURN WATER SYSTEM,"25,344",C,N,N,02/06/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,002,WELL 2
1460035,AUBURN WATER SYSTEM,"25,344",C,N,N,02/06/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,008,WELL 8
1460035,AUBURN WATER SYSTEM,"25,344",C,N,N,02/06/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,004,WELL 4
1460035,AUBURN WATER SYSTEM,"25,344",C,N,N,02/06/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,005,WELL 5
1460035,AUBURN WATER SYSTEM,"25,344",C,N,N,02/06/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,006,WELL 6
1460035,AUBURN WATER SYSTEM,"25,344",C,N,N,02/06/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,003,WELL 3
1460035,AUBURN WATER SYSTEM,"25,344",C,N,N,02/06/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,005,WELL 5
1460035,AUBURN WATER SYSTEM,"25,344",C,N,N,02/06/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,002,WELL 2
1460035,AUBURN WATER SYSTEM,"25,344",C,N,N,02/06/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,008,WELL 8
1460035,AUBURN WATER SYSTEM,"25,344",C,N,N,02/06/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,004,WELL 4
1460035,AUBURN WATER SYSTEM,"25,344",C,N,N,02/06/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,007,WELL 7
1460035,AUBURN WATER SYSTEM,"25,344",C,N,N,02/06/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,006,WELL 6
1460035,AUBURN WATER SYSTEM,"25,344",C,N,N,02/06/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,003,WELL 3
1460043,BAKER WATER SYSTEM  INC.,"2,522",C,N,N,05/14/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,002,WELL 2
1460043,BAKER WATER SYSTEM  INC.,"2,522",C,N,N,05/14/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,003,WELL 3
1460043,BAKER WATER SYSTEM  INC.,"2,522",C,N,N,05/14/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,002,WELL 2
1460043,BAKER WATER SYSTEM  INC.,"2,522",C,N,N,05/14/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,003,WELL 3
1460144,FORT WALTON BEACH  CITY OF,"24,113",C,N,N,04/30/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,011,WELLS 9&11
1460144,FORT WALTON BEACH  CITY OF,"24,113",C,N,N,04/30/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,010,WELL 10
1460144,FORT WALTON BEACH  CITY OF,"24,113",C,N,N,04/30/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,007,WELL 7
1460144,FORT WALTON BEACH  CITY OF,"24,113",C,N,N,04/30/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,006,WELL 6
1460144,FORT WALTON BEACH  CITY OF,"24,113",C,N,N,04/30/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,003,WELLS 3&8
1460144,FORT WALTON BEACH  CITY OF,"24,113",C,N,N,04/30/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,002,WELL 2
1460144,FORT WALTON BEACH  CITY OF,"24,113",C,N,N,04/30/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,010,WELL 10
1460144,FORT WALTON BEACH  CITY OF,"24,113",C,N,N,04/30/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,007,WELL 7
1460144,FORT WALTON BEACH  CITY OF,"24,113",C,N,N,04/30/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,011,WELLS 9&11
1460144,FORT WALTON BEACH  CITY OF,"24,113",C,N,N,04/30/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,003, WELLS 3&8
1460144,FORT WALTON BEACH  CITY OF,"24,113",C,N,N,04/30/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,002,WELL 2
1460144,FORT WALTON BEACH  CITY OF,"24,113",C,N,N,04/30/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,006,WELL 6
1460147,NICEVILLE  CITY OF,"20,313",C,N,N,08/06/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,010,WELL 10
1460147,NICEVILLE  CITY OF,"20,313",C,N,N,08/06/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,011,WELL 11
1460147,NICEVILLE  CITY OF,"20,313",C,N,N,08/06/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,008,WELL 8
1460147,NICEVILLE  CITY OF,"20,313",C,N,N,08/06/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,006,WELL 6
1460147,NICEVILLE  CITY OF,"20,313",C,N,N,08/06/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,005,WELL 5
1460147,NICEVILLE  CITY OF,"20,313",C,N,N,08/06/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,004,WELL 4
1460147,NICEVILLE  CITY OF,"20,313",C,N,N,08/06/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,003,WELL 3
1460147,NICEVILLE  CITY OF,"20,313",C,N,N,08/06/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,002,WELL 2
1460147,NICEVILLE  CITY OF,"20,313",C,N,N,08/06/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,001,WELL 1
1460147,NICEVILLE  CITY OF,"20,313",C,N,N,08/06/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,008,WELL 8
1460147,NICEVILLE  CITY OF,"20,313",C,N,N,08/06/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,010,WELL 10
1460147,NICEVILLE  CITY OF,"20,313",C,N,N,08/06/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,011,WELL 11
1460147,NICEVILLE  CITY OF,"20,313",C,N,N,08/06/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,006,WELL 6
1460147,NICEVILLE  CITY OF,"20,313",C,N,N,08/06/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,005,WELL 5
1460147,NICEVILLE  CITY OF,"20,313",C,N,N,08/06/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,004,WELL 4
1460147,NICEVILLE  CITY OF,"20,313",C,N,N,08/06/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,003,WELL 3
1460147,NICEVILLE  CITY OF,"20,313",C,N,N,08/06/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,002,WELL 2
1460147,NICEVILLE  CITY OF,"20,313",C,N,N,08/06/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,001,WELL 1
1460149,VALPARAISO  CITY OF,"4,523",C,N,N,07/08/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,005,WELL 5
1460149,VALPARAISO  CITY OF,"4,523",C,N,N,07/08/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,004,WELL 4
1460149,VALPARAISO  CITY OF,"4,523",C,N,N,07/08/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,003,WELL 3
1460149,VALPARAISO  CITY OF,"4,523",C,N,N,07/08/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,002,WELL 2
1460149,VALPARAISO  CITY OF,"4,523",C,N,N,07/08/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,004,WELL 4
1460149,VALPARAISO  CITY OF,"4,523",C,N,N,07/08/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,003,WELL 3
1460149,VALPARAISO  CITY OF,"4,523",C,N,N,07/08/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,002,WELL 2
1460149,VALPARAISO  CITY OF,"4,523",C,N,N,07/08/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,005,WELL 5
1460182,CRESTVIEW  CITY OF WATER DEPT.,"32,309",C,N,N,03/13/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,010,WELL 10
1460182,CRESTVIEW  CITY OF WATER DEPT.,"32,309",C,N,N,03/13/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,008,WELL 8
1460182,CRESTVIEW  CITY OF WATER DEPT.,"32,309",C,N,N,03/13/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,006,WELL 6
1460182,CRESTVIEW  CITY OF WATER DEPT.,"32,309",C,N,N,03/13/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,007,WELL 7
1460182,CRESTVIEW  CITY OF WATER DEPT.,"32,309",C,N,N,03/13/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,005,WELL 5
1460182,CRESTVIEW  CITY OF WATER DEPT.,"32,309",C,N,N,03/13/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,009,WELL 9
1460182,CRESTVIEW  CITY OF WATER DEPT.,"32,309",C,N,N,03/13/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,003,WELL 3
1460182,CRESTVIEW  CITY OF WATER DEPT.,"32,309",C,N,N,03/13/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,004,WELL 4
1460182,CRESTVIEW  CITY OF WATER DEPT.,"32,309",C,N,N,03/13/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,010,WELL 10
1460182,CRESTVIEW  CITY OF WATER DEPT.,"32,309",C,N,N,03/13/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,008,WELL 8
1460182,CRESTVIEW  CITY OF WATER DEPT.,"32,309",C,N,N,03/13/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,006,WELL 6
1460182,CRESTVIEW  CITY OF WATER DEPT.,"32,309",C,N,N,03/13/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,005,WELL 5
1460182,CRESTVIEW  CITY OF WATER DEPT.,"32,309",C,N,N,03/13/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,009,WELL 9
1460182,CRESTVIEW  CITY OF WATER DEPT.,"32,309",C,N,N,03/13/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,007,WELL 7
1460182,CRESTVIEW  CITY OF WATER DEPT.,"32,309",C,N,N,03/13/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,004,WELL 4
1460182,CRESTVIEW  CITY OF WATER DEPT.,"32,309",C,N,N,03/13/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,003,WELL 3
1460202,DESTIN WATER USERS  INC.,"30,457",C,N,N,08/13/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,002,WELL 2
1460202,DESTIN WATER USERS  INC.,"30,457",C,N,N,08/13/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,003,WELL 3
1460202,DESTIN WATER USERS  INC.,"30,457",C,N,N,08/13/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,004,WELL 4
1460202,DESTIN WATER USERS  INC.,"30,457",C,N,N,08/13/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,005,WELL 5
1460202,DESTIN WATER USERS  INC.,"30,457",C,N,N,08/13/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,007,WELL 7
1460202,DESTIN WATER USERS  INC.,"30,457",C,N,N,08/13/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,010,WELL 10
1460202,DESTIN WATER USERS  INC.,"30,457",C,N,N,08/13/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,002,WELL 2
1460202,DESTIN WATER USERS  INC.,"30,457",C,N,N,08/13/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,003,WELL 3
1460202,DESTIN WATER USERS  INC.,"30,457",C,N,N,08/13/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,010,WELL 10
1460202,DESTIN WATER USERS  INC.,"30,457",C,N,N,08/13/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,005,WELL 5
1460202,DESTIN WATER USERS  INC.,"30,457",C,N,N,08/13/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,007,WELL 7
1460202,DESTIN WATER USERS  INC.,"30,457",C,N,N,08/13/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,004,WELL 4
1460352,HOLT WATER WORKS  INC.,"3,042",C,N,N,04/09/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,003,WELL 3
1460352,HOLT WATER WORKS  INC.,"3,042",C,N,N,04/09/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,001,WELL 1
1460352,HOLT WATER WORKS  INC.,"3,042",C,N,N,04/09/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,001,WELL 1
1460352,HOLT WATER WORKS  INC.,"3,042",C,N,N,04/09/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,003,WELL 3
1460364,HURRICANE LAKE NORTH REC AREA,25,N,N,N,09/11/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,AAA8394,ENTRY PT
1460364,HURRICANE LAKE NORTH REC AREA,25,N,N,N,09/11/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,AAA8394,ENTRY PT
1460366,OKALOOSA CO REST AREA,"1,001",N,N,N,08/28/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,AAA,ENTRY PT
1460366,OKALOOSA CO REST AREA,"1,001",N,N,N,08/28/2019,INOR,NITRITE,1041,0,MG/L,1,ACTIVE,AAA,ENTRY PT
1460391,KARICK LAKE NORTH,25,N,N,N,09/11/2019,INOR,NITRATE,1040,0,MG/L,10,ACTIVE,AAA,ENTRY PT
